0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 8 15 15 20 16 15 6 8 9 9 4 8 1 6 5 2 4 1 0 0 3 5 2 6 3 4 4 6 5 4 6 5 6 1 4 0 6 10 19 9 4 10 12 13 15 12 20 25 14 13 19 6 17 26 18 21 16 18 26 22 17 10 15 7 9 7 17 14 14 12 14 25 25 16 14 19 10 15 18 18 18 25 14 15 16 28 31 39 35 26 25 26 25 20 17 22 22 27 27 23 15 19 25 31 18 26 18 23 21 31 19 11 12 11 5 7 7 11 23 29 30 28 31 20 24 29 31 33 36 25 20 17 24 21 14 24 25 21 14 18 19 26 26 23 30 30 20 13 20 27 21 18 26 33 36 37 30 25 34 23 21 10 8 4 6 13 16 15 11 13 11 8 14 23 29 24 27 19 20 16 19 23 29 25 18 15 20 10 14 25 22 14 19 19 24 14 15 17 16 30 28 23 19 17 22 29 27 14 6 13 28 37 37 23 20 22 34 29 23 30 23 32 39 36 24 33 37 43 34 32 35 29 31 37 43 51 53 50 38 41 43 39 67 57 46 42 46 56 61 70 39 35 34 52 48 56 63 63 75 65 77 67 81 62 74 82 65 51 60 43 42 37 48 52 61 48 65 69 76 72 78 78 81 81 71 94 109 95 55 59 60 64 62 63 65 71 63 66 75
0 20 8 25 9 15 10 14 5 11 8 18 4 7 2 4 3 1 2 3 2 4 2 7 4 6 2 4 6 6 4 5 7 2 6 1 5 4 21 6 15 10 9 9 13 7 14 19 21 26 16 3 22 13 15 39 15 28 21 24 25 14 13 5 19 5 12 15 23 12 10 15 18 18 20 22 6 9 8 21 15 20 10 23 12 20 18 37 28 32 33 24 31 23 17 34 18 33 25 25 17 28 18 21 23 32 15 30 18 25 18 24 10 14 13 8 6 13 17 20 32 26 34 25 22 29 26 28 33 21 22 21 19 19 16 22 12 28 18 22 19 21 13 28 30 22 34 17 14 23 18 26 23 19 28 34 25 21 34 15 27 8 17 3 12 8 8 17 14 17 20 16 14 13 33 26 28 16 29 20 23 14 22 16 18 14 22 10 21 24 11 22 24 25 25 17 27 15 18 24 16 31 22 20 26 25 18 25 12 19 15 20 29 26 29 22 24 31 27 34 25 28 19 37 24 34 28 41 41 40 43 30 37 34 41 47 51 53 37 41 37 36 52 36 50 47 52 41 55 69 52 52 25 50 40 45 47 61 65 51 85 61 89 58 80 70 67 62 55 37 52 29 34 41 68 45 42 51 68 69 74 79 82 80 72 89 77 83 79 77 63 80 65 72 63 81 64 65 62 68
0 16 25 6 22 11 13 5 12 8 11 8 22 6 5 2 3 1 5 0 5 1 7 6 4 0 4 3 4 2 5 3 8 5 5 6 5 14 7 23 10 11 15 14 10 16 10 13 18 19 16 20 12 12 21 14 40 13 26 23 18 18 9 22 6 19 8 12 20 14 9 15 11 15 15 14 17 6 15 9 15 14 21 9 33 14 34 23 29 23 24 34 24 21 30 16 38 25 38 17 47 11 28 26 26 17 32 13 27 24 20 12 23 18 13 22 9 15 15 30 28 22 21 24 33 20 23 40 23 20 22 19 18 14 24 15 26 13 33 24 20 13 32 15 14 28 16 13 20 12 23 17 24 25 30 24 23 33 14 24 8 31 6 16 12 17 14 12 23 17 13 24 11 31 20 37 15 22 22 25 11 26 11 17 17 17 7 14 17 13 29 8 29 18 22 24 15 23 21 18 25 19 24 25 31 13 28 13 33 8 16 20 25 24 18 18 37 28 37 22 31 21 27 11 32 29 34 43 38 30 38 41 51 45 37 44 56 44 52 36 41 41 43 52 40 49 40 54 57 49 54 44 61 44 45 44 54 46 54 81 49 71 56 75 57 68 68 51 52 45 29 59 36 42 49 44 57 48 69 80 81 63 71 80 74 75 65 83 90 61 80 61 79 65 85 66 68 50 49 64
0 24 11 18 14 16 11 13 7 14 8 24 7 14 7 5 2 8 2 9 1 7 1 3 3 5 2 3 2 6 1 14 3 12 7 9 15 12 26 14 12 22 17 9 11 12 20 15 10 12 23 20 11 17 14 22 13 34 14 17 32 18 30 5 24 12 20 14 10 13 18 11 17 17 12 16 13 22 13 20 16 15 18 21 15 33 19 20 21 24 29 28 18 38 19 36 22 37 18 47 20 43 16 33 23 35 10 34 20 30 21 19 29 20 29 12 19 18 19 25 27 32 29 24 16 22 24 14 27 22 23 22 13 26 18 21 22 29 23 31 12 29 8 23 16 13 13 21 8 15 14 23 12 26 28 42 33 14 34 7 27 11 20 10 14 20 12 22 20 13 23 15 32 9 40 24 26 16 27 19 22 11 24 14 17 9 16 12 11 21 12 18 9 14 14 18 19 22 19 25 13 22 21 26 14 25 15 32 13 24 14 11 16 20 13 22 30 43 15 35 25 30 17 35 24 29 33 28 41 36 30 57 56 43 44 54 44 53 45 46 43 45 43 42 56 53 44 51 44 59 39 49 45 51 53 56 41 44 59 62 59 55 73 70 57 66 62 55 51 31 56 41 46 53 50 46 50 74 60 70 61 62 65 52 95 54 87 69 64 86 63 84 60 79 75 73 46 56 49 60
0 19 17 15 22 18 20 15 15 7 20 4 21 6 8 0 6 3 13 2 12 1 9 0 3 3 3 6 9 2 7 2 16 9 6 10 14 24 21 27 15 15 16 20 17 15 19 14 15 15 14 18 28 17 17 13 20 14 22 25 18 30 18 32 13 18 19 21 13 13 13 17 22 13 22 13 26 16 24 19 24 17 19 20 22 21 23 20 19 28 20 20 28 18 55 14 39 19 47 20 43 19 29 21 38 14 31 23 33 19 30 24 26 38 19 16 22 24 28 21 26 27 30 24 18 15 15 12 7 22 17 22 24 16 31 29 24 23 20 15 31 12 22 9 31 17 20 12 22 9 11 8 23 18 30 28 28 31 12 30 9 22 10 15 10 12 22 13 17 31 11 26 16 28 24 36 18 30 17 39 18 20 15 23 13 23 9 14 16 16 15 9 11 13 13 17 27 16 23 13 20 11 20 12 13 22 21 9 22 12 18 19 23 9 19 23 23 18 34 16 44 21 35 20 39 36 19 35 23 38 54 48 47 52 53 50 48 38 52 55 55 37 44 43 53 56 73 43 68 58 59 35 50 40 51 52 55 42 50 55 65 50 57 73 71 74 69 61 49 60 39 56 64 58 61 60 48 60 52 56 58 60 53 70 61 92 55 74 80 60 67 73 80 80 67 50 73 36 55 65
0 17 15 20 15 25 22 13 13 15 8 11 3 17 2 5 0 7 0 12 3 13 1 8 3 2 8 6 4 6 1 8 3 10 11 4 20 16 19 17 20 15 24 15 24 26 16 18 20 14 19 17 25 26 9 12 11 20 25 25 29 27 26 26 18 23 23 12 13 11 12 18 15 23 7 26 19 26 18 23 18 24 15 17 21 22 19 21 27 17 25 25 27 48 24 54 18 51 20 46 13 33 21 33 18 27 20 29 14 38 16 33 28 18 29 28 17 28 24 16 19 25 18 16 16 20 13 13 19 10 16 21 26 27 42 33 32 19 17 15 8 31 8 32 12 26 13 32 14 21 14 23 23 20 23 22 29 21 22 9 33 11 15 19 16 14 15 18 28 10 35 12 31 20 26 23 37 11 39 18 24 13 18 14 25 10 28 11 11 13 19 14 11 13 20 19 15 20 19 19 20 17 11 15 11 14 17 18 10 18 11 21 14 27 13 22 16 20 13 43 13 42 22 31 38 23 38 17 48 34 39 49 41 46 38 47 48 45 40 55 50 64 43 54 43 83 39 74 66 70 54 58 31 60 36 59 52 44 53 56 35 54 59 64 70 76 61 68 68 51 69 56 65 68 66 51 67 54 55 49 57 66 64 68 66 62 75 76 59 53 81 81 62 63 61 95 46 63 53 49
0 21 20 15 19 15 12 13 12 16 11 12 13 6 17 1 2 1 8 2 10 1 11 1 0 8 5 8 4 2 6 0 12 9 8 9 4 12 13 17 17 25 12 23 19 20 18 17 14 18 18 20 19 12 23 10 14 14 27 33 24 33 37 21 31 16 18 16 17 10 12 12 21 12 21 18 22 23 25 16 27 16 30 22 20 14 19 21 27 20 36 30 36 29 63 21 56 20 47 13 33 16 32 21 33 19 31 9 30 17 39 22 35 28 19 20 26 16 22 21 17 13 17 13 21 20 23 15 13 17 25 23 22 39 26 57 26 17 21 18 32 8 21 12 32 13 32 20 37 8 24 29 28 18 19 37 19 29 11 27 12 14 18 16 26 21 17 21 10 34 15 44 27 43 21 36 19 29 11 32 12 24 12 27 6 27 8 21 8 12 14 24 9 14 17 24 18 20 12 23 16 19 12 7 27 8 20 13 13 11 27 12 27 15 32 12 22 14 29 15 33 17 22 35 33 38 27 43 22 34 45 35 53 44 42 30 48 45 55 48 55 29 71 51 56 44 75 36 69 57 59 39 57 32 69 40 58 48 50 62 61 48 54 44 70 56 68 72 55 75 57 63 63 75 51 79 52 61 59 55 65 61 79 71 63 60 81 57 63 82 50 58 70 50 78 63 86 48 57 60
0 24 17 11 14 11 16 8 14 14 26 10 13 22 2 10 1 4 2 10 3 8 1 1 5 5 11 1 5 10 4 9 5 13 7 8 11 7 16 15 21 18 20 17 23 20 20 12 18 15 17 26 17 23 10 20 11 21 23 26 26 18 37 36 11 19 15 18 17 26 10 20 14 20 19 21 29 30 13 24 14 36 13 27 20 22 22 27 15 40 28 41 26 45 28 70 21 40 15 39 7 44 19 30 18 43 14 29 11 32 19 51 21 27 18 21 25 29 14 15 15 14 13 17 14 28 25 23 15 16 12 28 29 20 34 23 35 18 24 30 28 23 20 20 18 31 15 37 21 24 25 27 16 24 30 13 30 10 20 17 14 15 14 23 20 26 25 13 23 22 32 19 41 35 55 27 31 8 29 15 33 8 25 9 26 9 24 8 11 9 23 13 20 11 22 14 18 12 16 16 22 13 16 22 8 26 8 22 14 23 15 32 11 31 18 31 17 26 16 26 20 20 29 36 47 32 42 25 32 34 27 49 26 54 34 46 35 53 50 44 35 67 35 62 41 58 52 65 31 56 43 60 22 66 35 69 54 56 52 50 72 64 46 62 48 73 69 50 85 55 57 57 68 40 90 45 76 45 83 75 68 67 72 87 62 81 63 71 87 53 60 55 51 72 62 69 62 81 56 62
0 18 15 16 7 20 7 9 7 23 15 18 21 0 9 5 11 1 5 3 6 3 4 6 10 12 3 4 6 8 10 6 10 9 16 15 13 12 12 15 19 22 20 26 16 23 18 19 16 28 26 18 21 17 20 14 17 16 25 24 21 23 21 20 20 17 21 23 21 17 28 11 18 23 21 29 29 27 40 16 30 11 35 22 33 25 32 20 40 24 35 26 30 34 53 32 42 20 41 10 56 10 39 19 36 15 36 14 43 15 36 16 39 22 19 21 29 15 19 18 16 13 10 11 24 23 30 18 23 13 30 20 22 28 21 20 12 29 30 27 27 30 24 24 21 15 40 15 22 24 20 24 23 18 20 24 9 21 19 11 25 17 17 17 22 22 26 21 14 23 29 38 35 46 24 41 18 38 15 33 12 22 7 14 13 15 10 18 8 20 8 23 12 21 5 16 11 17 18 14 17 19 17 12 16 11 14 6 23 11 26 15 19 25 35 17 31 21 29 16 22 25 31 44 30 42 26 34 30 41 37 34 56 29 49 39 50 52 45 41 52 39 59 36 61 48 54 44 61 39 60 45 49 27 70 39 63 57 50 67 60 76 55 54 50 60 49 67 48 74 50 65 37 82 35 74 44 86 52 75 54 78 89 69 97 60 82 74 56 51 59 59 53 57 57 72 62 69 75 64
